# foF2 climatology grid, MHz.
#
# GENERATED by src/bin/gen_fof2_grid.rs from fof2::climatology_fof2. Do not edit by
# hand: the test fof2::tests::bundled_grid_matches_its_generator compares the two.
#
# THESE ARE NOT CCIR, URSI OR IRI COEFFICIENTS. The layout follows the operational
# maps (latitude x local solar time, per season, at two solar-activity levels
# interpolated in NmF2) so that real coefficient data drops in as a file
# replacement, but the values are an order-of-magnitude climatology calibrated only
# to fof2::fof2_from_ssn. See the provenance section of fof2's module docs.
#
# Columns: season, ssn, latitude_deg, then foF2 at local solar time
# 0, 1, ... 23 h. Season is the LOCAL season (already hemisphere-flipped by the
# caller), so a row's latitude sign carries no seasonal meaning.
# Lattice: 37 latitude rows from -90 deg at 5 deg, 24 local-time columns at 1 h (periodic).
winter	0	-40	2.5655	2.4353	2.3774	2.3876	2.4658	2.6159	2.8425	3.1468	3.5210	3.9464	4.3926	4.8209	5.1887	5.4560	5.5918	5.5796	5.4201	5.1315	4.7464	4.3060	3.8542	3.4304	3.0646	2.7744
winter	0	-35	2.6257	2.4935	2.4355	2.4475	2.5295	2.6846	2.9169	3.2264	3.6049	4.0335	4.4822	4.9123	5.2814	5.5495	5.6852	5.6719	5.5101	5.2184	4.8294	4.3851	3.9293	3.5014	3.1316	2.8376
winter	0	-30	2.6960	2.5532	2.4903	2.5026	2.5896	2.7550	3.0037	3.3366	3.7466	4.2146	4.7087	5.1869	5.6013	5.9054	6.0625	6.0518	5.8738	5.5493	5.1163	4.6230	4.1193	3.6492	3.2450	2.9255
winter	0	-25	2.7849	2.6193	2.5450	2.5553	2.6495	2.8329	3.1130	3.4941	3.9706	4.5228	5.1144	5.6948	6.2045	6.5842	6.7859	6.7819	6.5714	6.1807	5.6580	5.0639	4.4606	3.9015	3.4250	3.0514
winter	0	-20	2.8773	2.6866	2.5994	2.6070	2.7088	2.9118	3.2263	3.6590	4.2055	4.8442	5.5336	6.2142	6.8155	7.2667	7.5099	7.5115	7.2700	6.8162	6.2075	5.5157	4.8141	4.1656	3.6145	3.1838
winter	0	-15	2.9372	2.7405	2.6503	2.6585	2.7644	2.9749	3.2996	3.7441	4.3023	4.9508	5.6467	6.3303	6.9312	7.3800	7.6201	7.6192	7.3763	6.9217	6.3117	5.6168	4.9097	4.2533	3.6927	3.2522
winter	0	-10	2.9484	2.7740	2.6963	2.7100	2.8146	3.0141	3.3132	3.7123	4.2015	4.7575	5.3424	5.9066	6.3943	6.7518	6.9364	6.9246	6.7166	6.3367	5.8287	5.2480	4.6527	4.0942	3.6112	3.2266
winter	0	-5	2.9365	2.7976	2.7401	2.7619	2.8624	3.0418	3.2987	3.6272	4.0140	4.4373	4.8673	5.2689	5.6052	5.8425	5.9554	5.9309	5.7706	5.4907	5.1198	4.6941	4.2526	3.8314	3.4600	3.1582
winter	0	0	2.9361	2.8260	2.7853	2.8142	2.9116	3.0750	3.2982	3.5709	3.8776	4.1983	4.5100	4.7887	5.0117	5.1598	5.2200	5.1866	5.0619	4.8565	4.5878	4.2782	3.9526	3.6359	3.3502	3.1130
winter	0	5	2.9365	2.7976	2.7401	2.7619	2.8624	3.0418	3.2987	3.6272	4.0140	4.4373	4.8673	5.2689	5.6052	5.8425	5.9554	5.9309	5.7706	5.4907	5.1198	4.6941	4.2526	3.8314	3.4600	3.1582
winter	0	10	2.9484	2.7740	2.6963	2.7100	2.8146	3.0141	3.3132	3.7123	4.2015	4.7575	5.3424	5.9066	6.3943	6.7518	6.9364	6.9246	6.7166	6.3367	5.8287	5.2480	4.6527	4.0942	3.6112	3.2266
winter	0	15	2.9372	2.7405	2.6503	2.6585	2.7644	2.9749	3.2996	3.7441	4.3023	4.9508	5.6467	6.3303	6.9312	7.3800	7.6201	7.6192	7.3763	6.9217	6.3117	5.6168	4.9097	4.2533	3.6927	3.2522
winter	0	20	2.8773	2.6866	2.5994	2.6070	2.7088	2.9118	3.2263	3.6590	4.2055	4.8442	5.5336	6.2142	6.8155	7.2667	7.5099	7.5115	7.2700	6.8162	6.2075	5.5157	4.8141	4.1656	3.6145	3.1838
winter	0	25	2.7849	2.6193	2.5450	2.5553	2.6495	2.8329	3.1130	3.4941	3.9706	4.5228	5.1144	5.6948	6.2045	6.5842	6.7859	6.7819	6.5714	6.1807	5.6580	5.0639	4.4606	3.9015	3.4250	3.0514
winter	0	30	2.6960	2.5532	2.4903	2.5026	2.5896	2.7550	3.0037	3.3366	3.7466	4.2146	4.7087	5.1869	5.6013	5.9054	6.0625	6.0518	5.8738	5.5493	5.1163	4.6230	4.1193	3.6492	3.2450	2.9255
winter	0	35	2.6257	2.4935	2.4355	2.4475	2.5295	2.6846	2.9169	3.2264	3.6049	4.0335	4.4822	4.9123	5.2814	5.5495	5.6852	5.6719	5.5101	5.2184	4.8294	4.3851	3.9293	3.5014	3.1316	2.8376
winter	0	40	2.5655	2.4353	2.3774	2.3876	2.4658	2.6159	2.8425	3.1468	3.5210	3.9464	4.3926	4.8209	5.1887	5.4560	5.5918	5.5796	5.4201	5.1315	4.7464	4.3060	3.8542	3.4304	3.0646	2.7744
winter	0	45	2.5380	2.4105	2.3540	2.3638	2.4401	2.5866	2.8084	3.1066	3.4741	3.8925	4.3321	4.7546	5.1178	5.3820	5.5165	5.5047	5.3475	5.0628	4.6828	4.2486	3.8036	3.3866	3.0272	2.7425
winter	0	50	2.4919	2.3677	2.3124	2.3213	2.3944	2.5358	2.7511	3.0425	3.4040	3.8183	4.2561	4.6793	5.0450	5.3125	5.4500	5.4401	5.2834	4.9982	4.6176	4.1836	3.7401	3.3263	2.9714	2.6918
winter	0	55	2.4187	2.2996	2.2464	2.2538	2.3217	2.4549	2.6599	2.9407	3.2932	3.7018	4.1382	4.5641	4.9354	5.2096	5.3527	5.3461	5.1897	4.9027	4.5195	4.0840	3.6415	3.2318	2.8833	2.6114
winter	0	60	2.3207	2.2089	2.1587	2.1641	2.2250	2.3467	2.5374	2.8032	3.1428	3.5432	3.9774	4.4069	4.7859	5.0693	5.2202	5.2180	5.0621	4.7724	4.3857	3.9483	3.5074	3.1034	2.7643	2.5033
winter	0	65	2.2170	2.1136	2.0669	2.0703	2.1235	2.2324	2.4067	2.6553	2.9799	3.3704	3.8016	4.2346	4.6218	4.9151	5.0747	5.0773	4.9219	4.6294	4.2391	3.7998	3.3611	2.9642	2.6361	2.3878
winter	0	70	2.1313	2.0355	1.9921	1.9939	2.0405	2.1382	2.2981	2.5310	2.8419	3.2231	3.6509	4.0865	4.4805	4.7823	4.9491	4.9559	4.8009	4.5062	4.1129	3.6724	3.2361	2.8458	2.5280	2.2915
winter	0	75	2.0739	1.9836	1.9426	1.9433	1.9854	2.0753	2.2248	2.4464	2.7471	3.1213	3.5464	3.9835	4.3821	4.6896	4.8615	4.8712	4.7166	4.4203	4.0250	3.5838	3.1495	2.7644	2.4542	2.2263
winter	0	80	2.0405	1.9536	1.9141	1.9143	1.9536	2.0388	2.1820	2.3966	2.6911	3.0608	3.4841	3.9219	4.3232	4.6342	4.8091	4.8205	4.6661	4.3689	3.9725	3.5310	3.0980	2.7161	2.4106	2.1881
winter	0	85	2.0227	1.9377	1.8990	1.8988	1.9367	2.0194	2.1591	2.3699	2.6607	3.0280	3.4502	3.8884	4.2912	4.6040	4.7805	4.7929	4.6386	4.3409	3.9439	3.5023	3.0700	2.6900	2.3872	2.1676
winter	0	90	2.0135	1.9295	1.8913	1.8910	1.9281	2.0094	2.1473	2.3561	2.6451	3.0111	3.4327	3.8711	4.2746	4.5884	4.7657	4.7786	4.6243	4.3264	3.9291	3.4874	3.0556	2.6765	2.3751	2.1570
winter	100	-90	2.8245	2.6031	2.4993	2.4985	2.5994	2.8138	3.1616	3.6612	4.3180	5.1136	6.0000	6.8999	7.7152	8.3431	8.6960	8.7216	8.4148	7.8193	7.0178	6.1133	5.2085	4.3875	3.7054	3.1855
winter	100	-85	2.8481	2.6250	2.5205	2.5201	2.6226	2.8395	3.1905	3.6933	4.3526	5.1497	6.0363	6.9351	7.7485	8.3742	8.7254	8.7500	8.4432	7.8483	7.0478	6.1440	5.2392	4.4173	3.7335	3.2113
winter	100	-80	2.8939	2.6676	2.5616	2.5621	2.6676	2.8895	3.2466	3.7554	4.4197	5.2196	6.1064	7.0032	7.8129	8.4344	8.7822	8.8049	8.4979	7.9045	7.1058	6.2034	5.2986	4.4750	3.7878	3.2614
winter	100	-75	2.9787	2.7467	2.6382	2.6402	2.7513	2.9822	3.3502	3.8700	4.5430	5.3479	6.2351	7.1280	7.9309	8.5448	8.8862	8.9055	8.5984	8.0074	7.2121	6.3123	5.4076	4.5809	3.8878	3.3537
winter	100	-70	3.1222	2.8811	2.7688	2.7734	2.8937	3.1392	3.5249	4.0624	4.7496	5.5625	6.4501	7.3363	8.1278	8.7290	9.0598	9.0733	8.7660	8.1791	7.3896	6.4941	5.5898	4.7583	4.0557	3.5094
winter	100	-65	3.3315	3.0782	2.9610	2.9695	3.1027	3.3685	3.7788	4.3405	5.0471	5.8706	6.7583	7.6348	8.4098	8.9926	9.3083	9.3135	9.0059	8.4249	7.6438	6.7547	5.8512	5.0134	4.2979	3.7351
winter	100	-60	3.5784	3.3120	3.1896	3.2029	3.3508	3.6394	4.0769	4.6655	5.3934	6.2284	7.1157	7.9804	8.7362	9.2976	9.5957	9.5913	9.2834	8.7094	7.9382	7.0567	6.1546	5.3101	4.5807	3.9998
winter	100	-55	3.8063	3.5286	3.4020	3.4198	3.5807	3.8895	4.3509	4.9630	5.7095	6.5544	7.4408	8.2947	9.0327	9.5747	9.8568	9.8437	9.5355	8.9679	8.2057	7.3314	6.4308	5.5807	4.8394	4.2430
winter	100	-50	3.9738	3.6882	3.5588	3.5798	3.7502	4.0733	4.5518	5.1807	5.9405	6.7923	7.6782	8.5242	9.2496	9.7775	10.0481	10.0288	9.7203	9.1571	8.4014	7.5321	6.6327	5.7786	5.0288	4.4213
winter	100	-45	4.0782	3.7875	3.6563	3.6793	3.8555	4.1875	4.6769	5.3168	6.0857	6.9434	7.8306	8.6739	9.3934	9.9143	10.1788	10.1557	9.8464	9.2847	8.5312	7.6631	6.7624	5.9042	5.1480	4.5329
winter	100	-40	4.1403	3.8444	3.7109	3.7346	3.9145	4.2529	4.7511	5.4018	6.1827	7.0528	7.9519	8.8057	9.5335	10.0599	10.3267	10.3027	9.9893	9.4206	8.6576	7.7783	6.8656	5.9953	5.2276	4.6027
winter	100	-35	4.2748	3.9774	3.8449	3.8726	4.0590	4.4055	4.9119	5.5695	6.3557	7.2293	8.1311	8.9869	9.7163	10.2437	10.5101	10.4839	10.1664	9.5920	8.8226	7.9369	7.0181	6.1423	5.3697	4.7405
winter	100	-30	4.4306	4.1124	3.9703	3.9981	4.1942	4.5603	5.0979	5.8002	6.6461	7.5945	8.5828	9.5300	10.3454	10.9415	11.2485	11.2278	10.8795	10.2432	9.3906	8.4122	7.4027	6.4465	5.6086	4.9302
winter	100	-25	4.6257	4.2607	4.0942	4.1172	4.3277	4.7301	5.3304	6.1272	7.1020	8.2123	9.3868	10.5289	11.5258	12.2659	12.6581	12.6503	12.2410	11.4795	10.4567	9.2870	8.0879	6.9618	5.9841	5.1996
winter	100	-20	4.8264	4.4099	4.2161	4.2331	4.4589	4.9008	5.5692	6.4667	7.5764	8.8519	10.2124	11.5447	12.7156	13.5914	14.0624	14.0655	13.5976	12.7171	11.5318	10.1773	8.7922	7.4960	6.3753	5.4798
winter	100	-15	4.9555	4.5284	4.3294	4.3476	4.5809	5.0363	5.7228	6.6409	7.7708	9.0631	10.4346	11.7712	12.9404	13.8108	14.2758	14.2741	13.8037	12.9220	11.7349	10.3758	8.9818	7.6725	6.5358	5.6236
winter	100	-10	4.9795	4.6018	4.4313	4.4616	4.6905	5.1201	5.7514	6.5759	7.5682	8.6796	9.8364	10.9437	11.8960	12.5917	12.9504	12.9275	12.5234	11.7837	10.7912	9.6505	8.4714	7.3520	6.3686	5.5699
winter	100	-5	4.9540	4.6535	4.5277	4.5754	4.7941	5.1791	5.7210	6.4015	7.1899	8.0413	8.8977	9.6916	10.3530	10.8183	11.0393	10.9913	10.6774	10.1282	9.3974	8.5537	7.6710	6.8191	6.0565	5.4259
winter	100	0	4.9531	4.7153	4.6266	4.6895	4.9005	5.2497	5.7199	6.2856	6.9131	7.5619	8.1868	8.7418	9.1837	9.4765	9.5953	9.5292	9.2830	8.8762	8.3419	7.7224	7.0655	6.4193	5.8284	5.3303
winter	100	5	4.9540	4.6535	4.5277	4.5754	4.7941	5.1791	5.7210	6.4015	7.1899	8.0413	8.8977	9.6916	10.3530	10.8183	11.0393	10.9913	10.6774	10.1282	9.3974	8.5537	7.6710	6.8191	6.0565	5.4259
winter	100	10	4.9795	4.6018	4.4313	4.4616	4.6905	5.1201	5.7514	6.5759	7.5682	8.6796	9.8364	10.9437	11.8960	12.5917	12.9504	12.9275	12.5234	11.7837	10.7912	9.6505	8.4714	7.3520	6.3686	5.5699
winter	100	15	4.9555	4.5284	4.3294	4.3476	4.5809	5.0363	5.7228	6.6409	7.7708	9.0631	10.4346	11.7712	12.9404	13.8108	14.2758	14.2741	13.8037	12.9220	11.7349	10.3758	8.9818	7.6725	6.5358	5.6236
winter	100	20	4.8264	4.4099	4.2161	4.2331	4.4589	4.9008	5.5692	6.4667	7.5764	8.8519	10.2124	11.5447	12.7156	13.5914	14.0624	14.0655	13.5976	12.7171	11.5318	10.1773	8.7922	7.4960	6.3753	5.4798
winter	100	25	4.6257	4.2607	4.0942	4.1172	4.3277	4.7301	5.3304	6.1272	7.1020	8.2123	9.3868	10.5289	11.5258	12.2659	12.6581	12.6503	12.2410	11.4795	10.4567	9.2870	8.0879	6.9618	5.9841	5.1996
winter	100	30	4.4306	4.1124	3.9703	3.9981	4.1942	4.5603	5.0979	5.8002	6.6461	7.5945	8.5828	9.5300	10.3454	10.9415	11.2485	11.2278	10.8795	10.2432	9.3906	8.4122	7.4027	6.4465	5.6086	4.9302
winter	100	35	4.2748	3.9774	3.8449	3.8726	4.0590	4.4055	4.9119	5.5695	6.3557	7.2293	8.1311	8.9869	9.7163	10.2437	10.5101	10.4839	10.1664	9.5920	8.8226	7.9369	7.0181	6.1423	5.3697	4.7405
winter	100	40	4.1403	3.8444	3.7109	3.7346	3.9145	4.2529	4.7511	5.4018	6.1827	7.0528	7.9519	8.8057	9.5335	10.0599	10.3267	10.3027	9.9893	9.4206	8.6576	7.7783	6.8656	5.9953	5.2276	4.6027
winter	100	45	4.0782	3.7875	3.6563	3.6793	3.8555	4.1875	4.6769	5.3168	6.0857	6.9434	7.8306	8.6739	9.3934	9.9143	10.1788	10.1557	9.8464	9.2847	8.5312	7.6631	6.7624	5.9042	5.1480	4.5329
winter	100	50	3.9738	3.6882	3.5588	3.5798	3.7502	4.0733	4.5518	5.1807	5.9405	6.7923	7.6782	8.5242	9.2496	9.7775	10.0481	10.0288	9.7203	9.1571	8.4014	7.5321	6.6327	5.7786	5.0288	4.4213
winter	100	55	3.8063	3.5286	3.4020	3.4198	3.5807	3.8895	4.3509	4.9630	5.7095	6.5544	7.4408	8.2947	9.0327	9.5747	9.8568	9.8437	9.5355	8.9679	8.2057	7.3314	6.4308	5.5807	4.8394	4.2430
winter	100	60	3.5784	3.3120	3.1896	3.2029	3.3508	3.6394	4.0769	4.6655	5.3934	6.2284	7.1157	7.9804	8.7362	9.2976	9.5957	9.5913	9.2834	8.7094	7.9382	7.0567	6.1546	5.3101	4.5807	3.9998
winter	100	65	3.3315	3.0782	2.9610	2.9695	3.1027	3.3685	3.7788	4.3405	5.0471	5.8706	6.7583	7.6348	8.4098	8.9926	9.3083	9.3135	9.0059	8.4249	7.6438	6.7547	5.8512	5.0134	4.2979	3.7351
winter	100	70	3.1222	2.8811	2.7688	2.7734	2.8937	3.1392	3.5249	4.0624	4.7496	5.5625	6.4501	7.3363	8.1278	8.7290	9.0598	9.0733	8.7660	8.1791	7.3896	6.4941	5.5898	4.7583	4.0557	3.5094
winter	100	75	2.9787	2.7467	2.6382	2.6402	2.7513	2.9822	3.3502	3.8700	4.5430	5.3479	6.2351	7.1280	7.9309	8.5448	8.8862	8.9055	8.5984	8.0074	7.2121	6.3123	5.4076	4.5809	3.8878	3.3537
winter	100	80	2.8939	2.6676	2.5616	2.5621	2.6676	2.8895	3.2466	3.7554	4.4197	5.2196	6.1064	7.0032	7.8129	8.4344	8.7822	8.8049	8.4979	7.9045	7.1058	6.2034	5.2986	4.4750	3.7878	3.2614
winter	100	85	2.8481	2.6250	2.5205	2.5201	2.6226	2.8395	3.1905	3.6933	4.3526	5.1497	6.0363	6.9351	7.7485	8.3742	8.7254	8.7500	8.4432	7.8483	7.0478	6.1440	5.2392	4.4173	3.7335	3.2113
winter	100	90	2.8245	2.6031	2.4993	2.4985	2.5994	2.8138	3.1616	3.6612	4.3180	5.1136	6.0000	6.8999	7.7152	8.3431	8.6960	8.7216	8.4148	7.8193	7.0178	6.1133	5.2085	4.3875	3.7054	3.1855
equinox	0	-90	2.1645	2.0849	2.0500	2.0566	2.1047	2.1978	2.3402	2.5343	2.7765	3.0553	3.3503	3.6350	3.8799	4.0578	4.1475	4.1378	4.0295	3.8354	3.5777	3.2852	2.9876	2.7117	2.4771	2.2940
equinox	0	-85	2.1766	2.0965	2.0615	2.0685	2.1175	2.2118	2.3555	2.5508	2.7938	3.0726	3.3671	3.6508	3.8945	4.0711	4.1598	4.1496	4.0414	3.8476	3.5906	3.2987	3.0015	2.7256	2.4905	2.3068
equinox	0	-80	2.2001	2.1191	2.0840	2.0917	2.1424	2.2390	2.3854	2.5829	2.8273	3.1063	3.3997	3.6813	3.9226	4.0968	4.1837	4.1726	4.0643	3.8714	3.6156	3.3248	3.0284	2.7524	2.5166	2.3317
equinox	0	-75	2.2441	2.1615	2.1261	2.1353	2.1891	2.2899	2.4409	2.6424	2.8892	3.1684	3.4597	3.7376	3.9742	4.1440	4.2275	4.2146	4.1065	3.9150	3.6615	3.3730	3.0779	2.8020	2.5650	2.3779
equinox	0	-70	2.3193	2.2344	2.1989	2.2105	2.2694	2.3772	2.5356	2.7434	2.9937	3.2728	3.5604	3.8317	4.0605	4.2228	4.3007	4.2850	4.1769	3.9880	3.7384	3.4536	3.1611	2.8857	2.6469	2.4566
equinox	0	-65	2.4309	2.3431	2.3077	2.3231	2.3892	2.5067	2.6752	2.8911	3.1456	3.4238	3.7056	3.9672	4.1845	4.3360	4.4057	4.3858	4.2779	4.0927	3.8488	3.5699	3.2814	3.0072	2.7665	2.5724
equinox	0	-60	2.5648	2.4745	2.4397	2.4597	2.5341	2.6623	2.8417	3.0661	3.3245	3.6008	3.8750	4.1249	4.3287	4.4674	4.5276	4.5029	4.3952	4.2144	3.9774	3.7055	3.4222	3.1500	2.9082	2.7104
equinox	0	-55	2.6904	2.5983	2.5644	2.5887	2.6706	2.8081	2.9968	3.2282	3.4894	3.7633	4.0301	4.2690	4.4602	4.5872	4.6387	4.6095	4.5021	4.3254	4.0947	3.8295	3.5513	3.2817	3.0394	2.8391
equinox	0	-50	2.7838	2.6906	2.6575	2.6850	2.7723	2.9165	3.1117	3.3478	3.6107	3.8826	4.1439	4.3746	4.5566	4.6751	4.7202	4.6879	4.5806	4.4069	4.1808	3.9205	3.6463	3.3786	3.1362	2.9344
equinox	0	-45	2.8424	2.7485	2.7158	2.7453	2.8359	2.9842	3.1836	3.4230	3.6873	3.9586	4.2172	4.4437	4.6207	4.7345	4.7760	4.7417	4.6342	4.4619	4.2381	3.9801	3.7075	3.4404	3.1975	2.9944
equinox	0	-40	2.8774	2.7817	2.7486	2.7789	2.8717	3.0232	3.2264	3.4700	3.7386	4.0138	4.2756	4.5045	4.6832	4.7978	4.8392	4.8041	4.6951	4.5206	4.2939	4.0326	3.7563	3.4853	3.2386	3.0321
equinox	0	-35	2.9047	2.8030	2.7668	2.7966	2.8914	3.0480	3.2598	3.5156	3.8001	4.0941	4.3766	4.6261	4.8230	4.9513	5.0004	4.9659	4.8504	4.6630	4.4189	4.1376	3.8408	3.5509	3.2879	3.0686
equinox	0	-30	2.9419	2.8238	2.7784	2.8055	2.9042	3.0724	3.3053	3.5934	3.9218	4.2695	4.6120	4.9220	5.1735	5.3439	5.4170	5.3855	5.2516	5.0274	4.7327	4.3935	4.0381	3.6941	3.3857	3.1311
equinox	0	-25	2.9979	2.8502	2.7882	2.8100	2.9148	3.1031	3.3736	3.7198	4.1274	4.5729	5.0247	5.4455	5.7970	6.0444	6.1618	6.1363	5.9696	5.6784	5.2919	4.8474	4.3850	3.9427	3.5514	3.2327
equinox	0	-20	3.0540	2.8753	2.7960	2.8122	2.9233	3.1324	3.4420	3.8490	4.3398	4.8878	5.4543	5.9913	6.4475	6.7757	6.9397	6.9206	6.7198	6.3589	5.8765	5.3217	4.7472	4.2015	3.7230	3.3368
equinox	0	-15	3.0716	2.8833	2.7988	2.8133	2.9263	3.1418	3.4634	3.8889	4.4050	4.9843	5.5856	6.1578	6.6458	6.9984	7.1765	7.1594	6.9483	6.5663	6.0548	5.4666	4.8581	4.2809	3.7759	3.3690
equinox	0	-10	3.0364	2.8687	2.7956	2.8138	2.9228	3.1247	3.4206	3.8060	4.2672	4.7787	5.3041	5.7994	6.2179	6.5169	6.6641	6.6426	6.4540	6.1181	5.6701	5.1548	4.6204	4.1117	3.6643	3.3022
equinox	0	-5	2.9792	2.8444	2.7898	2.8140	2.9165	3.0964	3.3508	3.6718	4.0446	4.4469	4.8501	5.2215	5.5282	5.7410	5.8384	5.8100	5.6578	5.3964	5.0508	4.6531	4.2381	3.8393	3.4846	3.1940
equinox	0	0	2.9361	2.8260	2.7853	2.8142	2.9116	3.0750	3.2982	3.5709	3.8776	4.1983	4.5100	4.7887	5.0117	5.1598	5.2200	5.1866	5.0619	4.8565	4.5878	4.2782	3.9526	3.6359	3.3502	3.1130
equinox	0	5	2.9792	2.8444	2.7898	2.8140	2.9165	3.0964	3.3508	3.6718	4.0446	4.4469	4.8501	5.2215	5.5282	5.7410	5.8384	5.8100	5.6578	5.3964	5.0508	4.6531	4.2381	3.8393	3.4846	3.1940
equinox	0	10	3.0364	2.8687	2.7956	2.8138	2.9228	3.1247	3.4206	3.8060	4.2672	4.7787	5.3041	5.7994	6.2179	6.5169	6.6641	6.6426	6.4540	6.1181	5.6701	5.1548	4.6204	4.1117	3.6643	3.3022
equinox	0	15	3.0716	2.8833	2.7988	2.8133	2.9263	3.1418	3.4634	3.8889	4.4050	4.9843	5.5856	6.1578	6.6458	6.9984	7.1765	7.1594	6.9483	6.5663	6.0548	5.4666	4.8581	4.2809	3.7759	3.3690
equinox	0	20	3.0540	2.8753	2.7960	2.8122	2.9233	3.1324	3.4420	3.8490	4.3398	4.8878	5.4543	5.9913	6.4475	6.7757	6.9397	6.9206	6.7198	6.3589	5.8765	5.3217	4.7472	4.2015	3.7230	3.3368
equinox	0	25	2.9979	2.8502	2.7882	2.8100	2.9148	3.1031	3.3736	3.7198	4.1274	4.5729	5.0247	5.4455	5.7970	6.0444	6.1618	6.1363	5.9696	5.6784	5.2919	4.8474	4.3850	3.9427	3.5514	3.2327
equinox	0	30	2.9419	2.8238	2.7784	2.8055	2.9042	3.0724	3.3053	3.5934	3.9218	4.2695	4.6120	4.9220	5.1735	5.3439	5.4170	5.3855	5.2516	5.0274	4.7327	4.3935	4.0381	3.6941	3.3857	3.1311
equinox	0	35	2.9047	2.8030	2.7668	2.7966	2.8914	3.0480	3.2598	3.5156	3.8001	4.0941	4.3766	4.6261	4.8230	4.9513	5.0004	4.9659	4.8504	4.6630	4.4189	4.1376	3.8408	3.5509	3.2879	3.0686
equinox	0	40	2.8774	2.7817	2.7486	2.7789	2.8717	3.0232	3.2264	3.4700	3.7386	4.0138	4.2756	4.5045	4.6832	4.7978	4.8392	4.8041	4.6951	4.5206	4.2939	4.0326	3.7563	3.4853	3.2386	3.0321
equinox	0	45	2.8424	2.7485	2.7158	2.7453	2.8359	2.9842	3.1836	3.4230	3.6873	3.9586	4.2172	4.4437	4.6207	4.7345	4.7760	4.7417	4.6342	4.4619	4.2381	3.9801	3.7075	3.4404	3.1975	2.9944
equinox	0	50	2.7838	2.6906	2.6575	2.6850	2.7723	2.9165	3.1117	3.3478	3.6107	3.8826	4.1439	4.3746	4.5566	4.6751	4.7202	4.6879	4.5806	4.4069	4.1808	3.9205	3.6463	3.3786	3.1362	2.9344
